"Ctrl_F1","Ctrl_F2","AIS_M1","Ctrl_M1","AIS_M2","Ctrl_M2","Ctrl_M3","AIS_M3","AIS_M4","AIS_M5","AIS_M6","Ctrl_M4","AIS_M7","Ctrl_F3","AIS_M8","AIS_M9","Ctrl_F4","AIS_M10","Ctrl_M5","AIS_F1","Ctrl_F5","Ctrl_F6","AIS_F2","AIS_F3","AIS_F4","AIS_F5","AIS_F6","Ctrl_F7"
"ENSG00000175061",709.17052166085,828.088881509093,1244.29074345637,859.016687373436,1107.33068601036,233.638578060151,1779.31909136315,1635.33636368423,522.527145915357,1062.43420682011,1212.6688790662,1139.80070211512,485.733678656708,667.701773588752,723.466627014985,59.2633686534949,272.021870401429,1700.01384955121,679.30476693688,510.439872982051,2010.92114173212,1868.04598959485,2022.14579260262,559.275556660235,472.586561798201,886.397251916164,998.730728993122,363.697065086303
"ENSG00000175728",3420.43162084895,1469.26980919476,5801.60101243461,2645.50640481588,2516.49022153709,3243.00504546536,2987.06707776898,2980.87525217485,2201.91056308025,2818.15175198894,3488.1788220244,3441.4518223089,5105.21118959293,1059.79718930554,2692.99616576661,1492.90418563074,3511.71459789199,1974.84287834702,2447.49511616964,2997.35764634162,2305.11046094246,2044.30578836586,5052.9779994539,3608.86381176802,5302.07581127085,3412.05268492854,3293.14489159504,5682.27780183224
"ENSG00000175746",3.09681450506921,103.975285570648,11.4505283140157,51.89432430148,8.74866230482228,5.07909952304676,9.88088346335796,5.66841027273562,8.23804058875562,405.165587346653,1.56070640806461,3.39226399439025,12.5189092437296,444.431079386192,23.3376331295157,687.188724161873,73.1241587100615,8.63748376215396,294.698391538793,5.59556499005903,7.5295255373762,572.651922644653,3.97747008773135,18.4376557140737,5.49519257904885,60.7789907470042,246.046526681558,9.77680282490062
"ENSG00000175772",204.389757334568,4.95120407479279,8.90596646645665,225.795517439418,9.37356675516673,242.527002225483,53.204757110389,4.25130770455172,323.637308843971,5.25214650264179,4.68211922419382,5.08839599158537,36.3048368068158,2200.20818313411,275.884163066774,269.681621400735,8.18990577552688,230.071158391919,7.4923319882744,3.73037666003935,8.60517204271566,481.058402759285,7.15944615791643,0,14.1304952032685,11.0910567056577,32.7254001005028,5.86608169494037
"ENSG00000175773",2223.5128146397,1339.30070223145,1991.11964571495,1927.818941072,3102.65059596019,1817.04785436998,2180.63497356723,2905.7688160611,2373.73255250287,1963.5524853448,2948.17440483404,3093.7447628839,5853.84196236796,1276.73695645131,903.499796871249,2430.46399533996,1216.20100766574,2032.94958729242,781.69997077663,1383.34801143126,1288.086690144,2795.52659011476,3355.39376601017,1434.44961455493,4396.15406323908,759.959205471666,716.322646644339,3175.50555752772
"ENSG00000176075",1.54840725253461,141.109316131594,0,22.0826911921192,2.49961780137779,2.53954976152338,93.4883589225407,0.708551284091953,89.4415835350611,0,20.2891833048399,4.24032999298781,1.25189092437296,56.9783435110503,5.00092138489621,5.99292492001633,3.50995961808295,237.923416357513,0,1.86518833001968,2.15129301067892,0.769693444414856,0.79549401754627,1.22917704760491,0.785027511292693,0.887284536452617,1.21205185557418,7.82144225992049
"ENSG00000176320",0,0,0,0.552067279802979,1.2498089006889,0,0.760067958719843,143.127359386574,2.35372588250161,2.25091992970363,0,0,1.25189092437296,0,0.833486897482702,0,1.75497980904148,0.78522579655945,104.892647835842,1.24345888667978,0,1.53938688882971,1.59098803509254,1.22917704760491,0,0,0,1.95536056498012
"ENSG00000176515",1.54840725253461,0,307.891983554644,2.20826911921192,0.624904450344449,0,0,2.83420513636781,0,2.25091992970363,0,2.54419799579268,429.398587059925,15.6162867400656,3.33394758993081,341.596720440931,1.75497980904148,2.35567738967835,0,1.24345888667978,357.1146397727,0.769693444414856,0.79549401754627,0,0.785027511292693,87.841169108809,2.42410371114835,0
"ENSG00000176659",213.680200849776,1.2378010186982,7.63368554267712,90.5390338876886,2.49961780137779,2.53954976152338,236.381135161871,16.2966795341149,3.53058882375241,3.00122657293817,4.68211922419382,3.39226399439025,6.2594546218648,35.4531915179868,156.695536726748,9.98820820002723,2.92496634840246,1.5704515931189,72.4258758866526,4.97383554671914,194.692017466442,5.38785411090399,318.993101036054,7.37506228562948,0.785027511292693,134.867249540798,1.21205185557418,1.95536056498012
"ENSG00000176728",5264.58465861766,3490.59887272891,3482.23288838455,4454.07881345044,3030.78658417058,469.816705881826,1736.75528567484,3612.19444630078,1571.11202656982,3170.79587430917,507.229582620997,2488.22563988525,3584.16371647978,2730.73987049256,2559.63826216938,1602.77447583104,3484.21991421701,3264.9688620942,1351.11720188548,1214.85933228615,1672.63031580286,4525.79745315935,3238.45614543086,1451.6580932214,812.503474187937,2008.3685482605,633.903120465295,1034.38573887449
