"","Ctrl_F1","Ctrl_F2","Ctrl_F3","Ctrl_F4","Ctrl_F5","Ctrl_F6","Ctrl_F7","Ctrl_M1","Ctrl_M2","Ctrl_M3","Ctrl_M4","Ctrl_M5","AIS_F1","AIS_F2","AIS_F3","AIS_F4","AIS_F5","AIS_F6","AIS_M1","AIS_M2","AIS_M3","AIS_M4","AIS_M5","AIS_M6","AIS_M7","AIS_M8","AIS_M9","AIS_M10"
"MIMAT0000087",4.66575242302466,4.19784222256677,8.74957708129268,7.01649587149174,7.13328622104492,7.91853518038615,7.69567196377929,4.09802644767393,4.47067352396287,7.59151258245211,7.33146113440806,8.68471769252892,6.4226586065934,8.14938448204511,7.62574341928454,3.96716825459067,5.63763918042489,7.0870123883597,3.96052729379235,8.13238009750096,7.10228053404121,4.32380693107098,7.54431574960303,5.80930410855432,5.08410490813694,4.96716167667536,7.40593429347135,5.16988276141149
"MI0016423",2.42479560898292,-0.126835236064167,19.2408455883484,0.734531113094791,0.765941493565707,-1.18075435617791,-0.48190745332388,1.60522036820973,-0.177518101370991,1.71285474530074,-0.436676862170444,3.89670910164181,0.9720551645491,0.226593887009937,-0.383358039149627,0.140956949719764,1.41024321428488,0.948116847503564,-0.564092732648731,-0.386828446572247,-0.0970848773272954,7.08629490171661,0.688824928919402,5.73377187884292,2.72224903555317,3.78021421150972,1.51027701170603,1.85599614095227
"MIMAT0004921",4.95016877147273,4.56475422916355,6.18130250507275,8.6727801615853,4.57074483834542,6.69132123380843,8.38826542949935,8.81309700576316,4.55127466966143,8.70343802973693,4.47554782275366,8.23799383020966,9.23481321758501,7.80443779144859,7.84978319937037,7.82448231162385,4.61183407731164,8.92606426653976,8.18169473335416,10.1421758396485,7.2709370191331,8.24315733250651,4.54948057080102,7.68447022783932,8.87890325510159,8.22532387880551,8.65069914183723,8.74802687783707
"MIMAT0004945",9.12616068396627,4.51684490529251,6.92301388763955,7.53299956657058,7.64219369224282,7.77593259832803,6.86894970968431,7.37289624896094,8.47153691845739,3.94928490809074,4.5430578143947,7.64943106274723,8.44333684630147,7.49896001726316,3.75269386430497,7.6417840920628,8.98192325133222,3.55731854852183,3.45874128241128,3.9136426833972,6.97489365949877,3.49623567886116,5.62071987330183,4.05600297437276,3.85679953273545,4.09775479217257,6.15076918352739,4.24085321058098
"MIMAT0003887",0.672871626848992,-1.43550393798565,8.70054627485173,-0.364804811230225,-2.43317456264566,-3.27654337648396,-1.90185077647049,-1.66114549155277,-1.48605381376403,-1.90262477556139,-0.330883683168495,-1.82688275280572,-2.23519996576632,-2.46707539713641,-1.73042514065136,-2.56478369494768,-1.27413255886034,-1.713425454205,-2.05050071341935,-1.7363535973265,-2.85004696044441,-1.91085804133141,-2.83275903036451,-1.73083620142468,-2.24322026794562,3.0015603104047,0.332428588857038,-2.20596519712968
"MI0022639",5.61049101847705,8.64789533378458,7.18510467499276,9.01364339618448,7.84977215455235,5.13757085238694,7.03666829065897,6.5141823576529,9.90604779502766,8.41090279441886,9.31886112342094,8.1425009229362,8.49573986649339,8.11598462292259,9.72576110219162,7.91828101702066,7.41815755233319,7.84396160437609,8.4504299717234,9.69848932972786,6.79732258433068,8.44372646098263,7.41499012574943,8.04128620607863,9.9083647692027,7.47813024981304,8.45204345693693,8.62199746416171
"MI0000091",-0.837338475554719,-1.29189252377192,0.894876761538181,-2.29459723742168,-0.888039006010715,-1.98284163990047,-1.74656718384599,-1.51188650293138,-1.34117718850985,-1.74732181054121,-1.66905357130728,-0.243608204655131,-0.0184129379875797,-0.285732968737955,-0.137968483863988,2.3174947667134,8.05512553251976,-0.119273994715783,-1.89149656681735,-1.58521222770436,-2.6310225510902,-1.75534900619551,-1.2895961615333,-1.57983292650805,-2.0793925504774,-2.24165909641385,-2.69646994396842,-2.04306993550201
"MIMAT0000242_1",3.68191593117035,7.44189930194777,6.41647065600485,7.82252878180623,8.95471775887392,3.93648836774428,7.79569767186008,6.935525884714,3.61236506346584,8.4368061935071,8.26462069753783,8.06439593779592,5.85393034790773,8.16825289782863,3.82035279685516,3.54574355335425,3.98309979946358,7.08616418276745,3.56811399551589,3.81858705589728,8.06200153250748,9.04809104644572,6.73295436642607,7.11044435749008,8.00013500690023,3.55118991217116,8.13101130146116,7.24553005897632
"MIMAT0000455",8.32957764625579,5.23742372203992,4.08554408223848,6.12732995850107,3.05490965137229,7.10685028180148,6.59197395990981,4.5013621165027,7.96743595293278,4.25903391641666,3.09136433243397,6.12557045051902,8.11514343232054,2.6397400713499,2.51515533619582,2.61715878609875,3.44247594420584,3.15410567399134,7.27756294304687,4.97273382724649,8.02597726605314,4.12811431294661,4.81917811368407,6.93190399215807,3.37837633244348,3.17186998856856,2.63610877976742,3.05418791821228
"MIMAT0000067",5.81535262797603,4.6218355423276,7.64478926786775,5.29708895428348,4.93483034522957,7.48201737046242,5.40387397489521,7.16110271886059,4.01798061358813,7.54306186296613,5.81878625238575,6.37469792808966,6.81206102438514,7.28436636844417,7.22363426233441,4.89686053702387,7.86865670122788,7.66054756180834,4.78520779638751,8.01247403162072,4.31353118648507,7.67687185734497,7.87850103576938,4.22558221413409,6.06542499148996,4.5345438641032,8.1018463958502,5.71505135832344
"MIMAT0002821",4.15130693249115,7.53658683197411,7.87047696478997,4.77700039799683,4.68060862967737,4.53854604708462,8.36824604233803,4.54449430332975,8.65881210584308,7.85720888537613,8.75039413324122,6.99934345237325,7.41241146910645,7.52931515599941,5.3963714060831,4.68348334437165,5.30102196811932,8.0007556790553,8.93244438511859,8.88477009063252,8.09647082867794,8.02903944021149,7.24985592123448,4.80287477664182,8.780224891775,5.21750926650936,8.49932142549424,9.01000927525709
"MIMAT0004676",9.74253772743873,8.21089597152414,9.07890572379024,8.31930828451917,4.89235987366841,7.5089548709039,8.5373110684913,7.36285086172582,8.22378392599508,9.28266928518159,9.06968696792438,8.76171485591974,4.96511330168157,7.64945763366931,9.42745287341644,4.9980803082775,8.55177112069428,7.81057736217258,9.04484226865055,4.96695662379583,7.93679652790999,7.91337748270434,7.37558712327757,8.99441893430846,9.27246947099182,5.70292029517524,8.82566413220427,8.32763528625187
"MIMAT0022726",9.27071871750829,5.29331857551327,6.359386532691,8.10359957498377,7.81037770314611,6.72281579311997,7.40116143184108,8.40224337310401,4.75583469666905,8.44021087594759,8.50677361725998,6.8571756758597,4.26808661518177,9.10581941084376,7.82586721818521,8.31657270715179,4.45733788490284,4.61100993939136,8.98905759444753,4.59730672949237,7.74420776005691,6.69431414139649,6.26923291347127,7.35448931007029,4.26502875338219,4.87309080369091,7.83176717660509,3.90244262151419
"MIMAT0000278",5.81561038746375,7.83768465258778,7.87801296807079,8.4283714647686,4.9881310173104,5.01253035939663,7.62263695078154,8.77130698792396,9.81205863888731,8.8316114417748,8.55932995296687,7.61375242542896,8.18083326714572,8.06928290582034,8.68430237266515,8.10717614534346,5.02407444597219,7.89921251351924,8.94731279173713,8.77899615046269,8.947592496134,8.73620304911508,8.35696142202472,8.78356711029655,9.25339613705249,8.80063670809361,8.44440725623892,8.38018407530893
"MI0003651",9.5007632950989,9.74138093279441,8.83381218089793,7.43721182587948,9.3274935997856,5.10268147409737,7.78539696019995,8.36988139680732,5.87088597995107,9.03872663890476,9.29906485173789,7.32875614664246,9.00656095799662,8.09855149589756,9.33891437633649,8.81415028971061,5.46720047334281,9.08784071589066,9.16719952270973,10.1763800984154,7.91481325472152,7.46449057905986,6.88378122980823,5.23024463934515,7.29464280828026,8.21313746527475,7.93455865404116,9.26941397336023
"MIMAT0000242",1.34603504508144,1.24210200671286,5.26934968139513,1.98007992074846,1.11249999580787,5.94962917938364,2.21163549697904,5.86023429736859,3.0683297044088,1.16754513612657,1.17842902960669,4.11302139556324,5.57147947323258,1.42603429041943,5.64780403882733,2.47549391007463,5.84547861557631,1.19442540147515,1.14939323168119,1.19093741782662,1.08547499753261,2.54208814839706,1.08637736644395,1.1917707973766,5.70585652918424,2.35962245327578,2.30942067846056,1.13276833918701
"MIMAT0000276_1",3.39213960392122,3.3225338410942,5.57307501653526,7.28301236630158,4.0252842162102,7.38073017770401,6.47860981095894,6.9524272286188,3.87884203456026,7.85781167977458,3.71276365988563,7.26961739354109,7.85729055162958,7.18476342353166,3.29208198496344,7.64613422989167,7.73319523421748,3.56032372670974,3.26799271885694,8.52350992588892,7.42907354042145,3.27750865318872,5.2822776368955,3.29204557405712,7.71142927506956,6.87202027187513,7.76730564554999,8.46846856066606
"MIMAT0000096",4.32244063541843,7.28824846816835,7.01635952831003,4.40846436241186,4.21704642784926,7.51454954316165,6.602403126207,6.80157416461584,4.34172372784043,7.41603468539345,4.49556728794094,6.70869347140528,6.66552171632692,4.14920169669917,3.9323488316223,7.62111626289545,7.20823809449176,3.7708795504299,4.02806787866766,3.92999278387279,7.42868475229344,7.88009432620374,7.66862031683146,7.24423981678052,7.54732308173539,7.39609584562038,6.85700994113943,4.30244982162795
"MIMAT0000439",10.065672269748,4.28593580664834,7.27313375890027,7.32098767846002,7.67834831806092,7.30933774187001,5.1845475921157,7.99587729340098,4.88507113360531,8.40008172449765,4.80073998594145,7.29619739463196,7.63627600479425,5.18888283456369,7.95141477697358,7.84703027537252,7.97153182649272,8.55214578060735,4.54250300839139,8.45510143464164,8.12986819107444,7.42853995500011,6.50585850375462,4.41791234795021,8.8039236807653,7.84091868625169,8.46120669431914,8.10495481095284
"MIMAT0002817",0.852938650540073,0.598152314033848,7.63891499195857,9.03325714873722,0.304167275430659,0.858448298274755,0.438042581142208,7.93444762259966,0.578863858540951,0.437810439457313,1.33840464742123,0.461056031370073,6.25873480422218,0.297278715995299,0.492208758074552,0.278450701142887,0.662755976316394,0.497879057461782,0.395492239120822,0.490243974413747,0.231632426195835,8.09054138124964,2.10534385847225,1.41063371121952,2.12202077761555,12.3078096872932,7.01512592995336,1.46148151225524
"MIMAT0001536",3.6839766817619,3.98249690471926,6.8375003653074,4.46917595212947,3.48545692894709,2.88705568188447,2.68807078744906,3.34073504609406,4.38339440458448,3.40521111077778,5.19691762658169,3.55723859348332,3.82809487809837,3.2473844093144,3.72443056305059,3.62881361473067,4.22756380458206,3.89914867062026,2.96961587778629,4.13669195655948,3.11277891805973,4.07662559398047,9.48036027740806,5.0434557577055,4.52681680244192,4.29177334539995,3.63888380003654,4.66839810861862
"MI0019133",4.26405639146929,9.33515890291997,7.86298837179205,8.21215094972348,8.69766798826963,4.2111856162857,8.06730099401215,7.07494937551904,8.75806364173486,4.44482893377956,8.79489521247961,7.37811578683465,7.26257848068512,8.3134421585696,7.40293983183694,7.54364543110785,4.2301852776724,4.62698376055991,8.02492846820576,9.82039778529408,8.32348066070655,8.5496073228333,7.95053051503014,7.33929827543873,7.59841101104772,7.39639634238409,4.34809650071585,4.27484949824867
"MIMAT0004978",3.91697322787533,8.48090685864384,8.96498119461653,7.93476403550658,7.70335724766386,3.80211514657015,8.36823125369913,7.11965683261295,8.33900245330315,7.80196265660429,8.29608401294416,7.60674225488897,4.03469438299544,3.7957100557755,7.897698915143,7.68903487804069,3.87552458985287,7.66809965375026,3.81294080895943,8.51738251045076,8.21714495673902,3.82074937054867,6.51335656624347,9.09355075612665,3.80396570080468,4.49460344416526,8.28259348918345,8.50936443719925
"MIMAT0003329",4.50827011887253,4.9388756012714,7.43608897078322,6.47468390462491,6.93933592070275,6.55945947608525,7.14713985676369,3.68911564273268,3.97181782141756,7.48637393698125,4.78732833547959,7.15070075935133,3.77343452592037,3.60166869221919,8.41432309287195,3.48842584330318,8.41444989525342,8.47908430590377,3.72654464574438,8.22281366077565,7.95320753146702,3.61656866936105,7.53663014235916,4.92298589664695,4.23155043878797,7.31703943203042,8.03506399691553,7.54700219033608
"MIMAT0004482",3.76652312571811,7.08760678399886,6.36728312955839,6.13511646834297,7.16886494530846,7.37176199552701,3.9964431944817,6.77207495833492,3.96772530503971,8.2907278541384,4.81948544217406,5.92985022125805,7.03933486199466,7.8662465867812,8.56240170063862,7.95621917718292,4.04341730009835,3.68989006762111,3.94669010672797,8.54821389005638,7.76797403703594,8.06096324869966,5.82028179409924,8.03118921402261,8.09022020892135,3.7582230511401,7.46781697314195,6.21335687549351
"MIMAT0004485",4.50970539011945,4.79874149077938,7.07999562366973,6.67540679766688,7.98306776258742,7.26705991265076,7.48737086197291,7.2789924524495,8.2592366329366,8.19224687538755,9.39224202763865,7.19812772191164,4.17935117522745,4.15090967655932,7.9854437606298,7.88039159994679,7.43586209777449,8.34983943322453,8.94841130018578,4.40745192762992,7.98556094832634,7.26309186841656,7.16977553792184,7.75151835922043,4.26520947736965,8.51833591804605,7.63661637341876,4.0828624893039
"MIMAT0000733",3.60805845997456,4.06882391144592,5.75001857264505,6.55854310334859,3.59581732060778,6.89280046904493,7.75426248188167,7.12726565423951,4.21649925818776,9.31944250787609,8.44870565872361,6.69992753244936,3.62925625040492,3.48492416410645,8.11618902695162,8.28101606427995,6.89889643156011,3.93599801965364,6.55204960860642,3.92606906513948,7.85437497936381,7.84002328581076,6.76659632403028,6.58095075476422,7.41432389138464,4.38608520783769,6.98820788098017,7.08549842724992
"MIMAT0000736",4.0094179887244,4.20571914814649,7.88440611256831,8.78582182619348,4.21556890623893,7.13358610090806,7.42892237368339,6.92513165518749,8.89516192280411,9.22270587108916,8.493084275486,8.03317214537085,6.55904762854701,3.90288783566884,8.43943750585212,8.47512292322877,8.26743808984893,8.05048379547885,3.91779377087018,4.12042168638196,6.34218447691695,6.96433243793167,6.44836072598122,7.76614888624987,4.11688747938182,7.1994929272918,6.13397638802346,7.8919532328692
"MIMAT0005789",1.65812336179122,3.41205406480901,5.81938338438706,7.22946175336985,6.16642178988785,1.28850448223143,1.35650587286791,7.55788199468308,2.23266085576146,1.35632063202359,5.65385835641087,2.00106084763868,1.7637883393222,1.24709932207689,4.96871004222437,7.08752211825778,9.35547172548037,4.23347300128908,1.86553020723016,1.39853146651219,4.41705981261747,4.65826004259426,3.94081361089177,5.0512705909859,1.2845160764191,2.49074269530085,2.77818480970637,5.00668480358254
"MI0003627",3.48744677529764,8.7458241937392,7.13406017147113,7.12582078312909,8.98326628581905,6.36147859183319,6.94279353211519,7.32999370837284,7.65295358188783,8.97649165399239,4.18638332032832,3.61139290475102,7.45704887674614,3.57082734510836,7.97221820527623,7.33053066637487,3.43936581194481,7.0578470621409,7.61317006149632,3.83331806139251,5.91650513301407,7.85621084843437,3.33349206867718,7.58478698683354,3.35494706889,3.9938641305202,6.71107528207466,3.86543213954239
"MIMAT0000261",5.24243946926283,8.78406019520056,6.33471907496635,6.59792946780128,6.86886042574019,7.35977475010344,7.71945423918321,4.714091260134,4.92652830188846,4.29209065285928,5.10963681847771,8.50137066270904,8.72825575881185,6.89446228677468,8.58488855580214,8.20775670325294,9.03581269946636,8.139455765887,4.02581277577261,4.36382055159996,4.19148044679362,7.28125290507354,7.44512870437224,5.32540846508371,8.38717288682644,4.91086829779095,7.50988804722345,7.46975984664243
"MIMAT0000089",3.3441082621627,3.62091670606345,6.73752559296434,3.26862160986743,7.3789566584856,6.66104871015165,7.88172843257102,2.48741883789797,4.18732892659331,3.07491523528966,3.87457174598757,8.50622737790532,8.37734502326066,8.24198582392061,8.15560977511776,7.5734688040377,9.52792232897396,8.1844301691222,2.99165552190096,2.8948872389149,2.76090335869128,2.44857705715646,4.61585968144242,2.89754216872891,3.52214563143295,5.45768710474635,2.87912028390103,3.72018540918262
"MIMAT0005458",1.08017613728968,0.87713809963826,1.15683787419237,8.63459183569022,1.14350135136825,6.84232644610576,0.713903337266966,0.792981988085515,0.857451758665412,0.71366692544135,2.30832154839895,8.81174679163722,8.32844168428828,0.570648278430713,1.62663665789863,1.06817553993627,10.5628833321328,0.774863378499311,0.670580528263428,0.767082253671745,7.08186426879953,0.711159198893562,1.43124827509439,0.768945490882146,1.26084948607745,1.50881234687074,7.19401053268243,10.7935100763224
"MIMAT0004779",1.20954856127874,1.93322419458557,8.14141367456762,0.812591076929481,1.8257391240408,7.00022587896683,1.59756407274583,0.977712022266505,1.0282207580031,1.98977449379605,1.65065982804165,0.934955037358859,0.849405036657822,0.812137642483667,0.959248936624645,9.83121035140766,1.09679981688093,0.963700293078258,9.84977158167356,1.71003749262437,4.85341972378999,8.28460426410749,6.87952939380074,0.959141934804471,1.38971188176361,2.190167971988,7.97869882964886,0.854651701884844
"MIMAT0000753",5.6359855866067,8.12174116635082,9.29847980006006,8.04649627346711,5.0342698070567,7.64685366327547,8.35057762437647,7.57000948695846,8.73450154189784,8.04447815146802,8.54062794934926,8.67717561715967,7.54466524506768,5.12571273802991,8.69915527894572,8.66549695356108,9.34881110180268,5.05057302204665,8.39663312678469,5.55023576110282,7.9663526873835,9.06624925636216,7.64871528224388,8.99497204365557,5.22212587549637,8.79893923406773,6.98553187873201,8.88943228370167
"MI0003653",9.39076148132852,8.02495807312908,8.64583045397207,6.88800886509933,7.50831816699594,7.0830166550187,4.69555660612057,8.46575472894604,7.60726485573208,7.35349184801445,9.75363611669802,6.06797708738001,7.90771624920486,8.37084379793324,8.36511273140059,8.00810806457648,7.78383739357412,7.19173341541341,4.57013365048513,5.08114825319703,6.71767264271587,7.47178793147996,7.3121932850762,5.01275509971811,4.77033505702558,7.48920750132944,8.1572360573896,7.63803025382262
"MIMAT0031180",9.38668943784065,9.42424495707395,9.14027475769596,8.164822477486,8.05183332676505,7.33504433885079,5.66614792405118,9.12250130009927,9.10958581182781,8.81418787427437,7.84530329304987,6.80978629474461,8.68895714685578,9.24470343998976,5.87054710507544,5.64456066901189,7.58018506381356,7.77258956025564,7.91336498836613,9.24984265090915,7.58730345755863,8.57552252155613,8.51663550415547,9.09817564932848,8.36900977318842,8.31981860904515,7.06876704050986,9.19472984308962
"MIMAT0001629_1",4.42134300619847,8.28932274608666,3.16247766716375,6.10154968971268,7.22341882627018,7.05283547744751,3.02258952865817,7.35854779554119,3.65550622117069,7.08054383290607,3.89900822392625,6.03315280704387,3.43953774413533,6.79391409848767,3.03612167219988,2.98855661295552,3.50017503967778,7.51956731008778,3.012687410838,3.69366183781683,6.852960333947,6.51284041892224,5.61508226237443,6.92210820073865,7.30099661214648,3.93880161402036,7.45341466213102,6.30459158164672
"MI0017379",8.49056645699002,8.6181808731208,2.37142645992387,7.30558460113742,8.0030826662837,2.148793350408,6.47501084063083,7.28212685340017,3.09579884667023,2.11575494667903,2.12799166177565,5.74439538497985,2.79840333794211,8.29649369676778,7.75214186062506,7.28176915178923,2.88132442526875,2.14607504304401,2.46151827939165,2.14212216360362,2.34503132139776,2.11455022003374,2.02637988835557,6.3568730830638,2.38352440407615,3.15665525277265,6.16795513117206,6.99896324383878
"MIMAT0005794",2.9725315879593,3.01990202493702,5.95571313075768,6.25425483001671,6.84914623398075,2.1109082291163,2.91344971242116,6.34851023423488,2.06919082240532,1.99928660324227,2.45688466089502,6.94689605613351,1.95946193267505,7.01822705845197,2.810328472399,8.93756513083478,8.25991472004894,2.02798928559494,7.15741497493146,2.02425265089178,1.91302817430049,2.4147824285855,2.57816032690836,6.64656530281186,2.68531123937717,6.88211202403426,5.82946013514474,2.99272477826233
"MIMAT0004486",8.99376105551529,8.56542580625059,7.39568879454919,7.21586001665104,7.43003549231096,7.28622658221581,8.02667874312001,8.46263634767119,4.88792419431253,7.80035411947661,7.73206414219616,6.14673398593852,7.45559069948324,7.52316258115466,7.66212003947978,7.05342095491967,4.68227780765923,7.08529452760229,4.44945558527755,8.01682430870851,7.24527948817156,8.30225446358539,6.95717418617702,7.17939819848272,8.29780922313934,5.1025008090431,8.3010310449039,6.54792005692498
"MIMAT0004673",3.6558084565818,3.87903783087046,6.7795535698379,6.94580259660188,3.18055082833261,6.10952804489097,7.67912090369332,3.5656056971487,3.84556830247655,3.08859158308261,3.49172473401623,5.62913428455512,3.55099707720317,7.27988564134572,3.69586467053987,6.91559629317061,4.16694028604368,6.9613249505973,8.89429646616753,8.70026402344843,6.42347513988705,3.59839353608358,4.57887252792755,6.50310623922646,3.63785541466083,7.0825584574036,7.05272445491826,6.60497374693274
"MI0000740",3.21016718428645,1.81126382961609,2.65148085086778,4.92191390242329,2.54800596037529,5.66514892577,1.77083412357637,2.47238215987406,2.98257183466427,1.77078121118614,1.77649514893163,4.49268012852469,2.76701433438995,2.22537473576413,5.67560857222063,1.73814892381082,2.38310945865124,1.78501552332235,2.43720015051987,2.79312957915351,2.31226436954312,2.51935170118603,5.07141613494671,5.41488553510834,1.75115942243829,3.07762342425816,5.77335146894932,5.464697678232
"MI0006274",0.257011875028931,7.67148530489521,7.00086680725683,0.634761940712261,0.259238823289618,0.0795890086693491,-0.32553502824117,0.834576448961487,-0.172908438676743,-0.325743850481508,0.702326286051263,-0.304866748516889,0.392260644844233,9.33453453823493,-0.276993557559087,-0.470715438780183,0.00339576318786561,0.791034419331213,-0.363924063836127,0.772133805637027,-0.513942383603821,-0.327959371766995,0.0236976114902998,-0.277115374860415,0.386667873739623,6.07908305493698,1.95770655018592,0.850285312115578
"MIMAT0019856",7.4804277802449,7.2428238845384,2.06349441034035,1.87967054791821,2.07950094732449,6.65684835258025,2.24864649068906,6.07760205701748,6.51138021785435,5.64758568641818,6.57544598446704,1.91858381132298,2.13375055631199,2.07115428642223,2.60438589217783,2.19692114422978,1.98108002668602,1.92874745363155,5.43848228874878,6.73774357533795,4.26986801791137,5.43874305371462,2.1118018770724,1.92710916945649,4.65828467208652,2.08544852645827,1.86309177488593,1.8922664700096
"MIMAT0002809",3.36945977345677,4.22411583186835,6.89832234511349,6.29306324842319,2.88555512279562,6.1453418942181,8.22553963239695,4.83384852951745,8.07845215796411,3.45972071760197,4.13740242184993,6.531892240871,3.24346137377775,2.72367696441183,7.98954702851579,2.83891831182811,3.187034851482,2.97097018053196,8.30611752419018,2.96121790396139,5.735297266156,7.09122851885855,6.6057559076985,4.22321352518187,8.49646169351614,3.69786177086764,3.33239835650312,3.86590499691333
"MIMAT0000681",4.34036816515128,4.16926845480483,5.98428770362032,4.7746243433218,7.63566211346915,5.07094843788698,8.1118309710032,7.81441913932153,5.33718978801347,7.58277052087602,5.14931616939318,7.05957165662411,6.33468967034065,7.79343260323894,7.8577947890606,7.34412322385982,8.23807101594171,8.34205590790463,7.98526566753508,9.26446430369407,8.16359560523125,7.25369926326418,6.90261234051921,5.17824963784466,4.93434048076969,4.77955135499728,4.30235289842071,8.01476216236725
"MIMAT0000449",9.78358299190032,6.81906025270111,8.0950441225571,7.67054580467597,5.87969743032297,6.62790365411229,7.32884559266122,5.76722530509417,9.74897342925052,8.05514501721395,5.42111696885757,3.75961684405968,7.92560780221845,3.81464642840423,7.22121649622839,3.80464876636168,4.06498911420347,4.08753272433954,7.56351703296757,5.97853387243851,6.62948392843018,5.48328386561688,7.75180228869931,7.95534973705513,5.43105731008919,5.13018114968508,4.50689742596402,7.66104836595393
"MIMAT0004481_1",9.2610108674237,8.32479728149668,7.73312087138448,7.74563457664177,7.12060081765195,7.37810780270047,4.07070681174542,4.08417406175028,9.33101222745515,7.27333266466286,9.12361361380841,8.25277779235423,7.88132058105125,7.59146744366373,7.84564539707258,7.05108391453621,7.05842552155957,8.11426214348729,7.68801332845041,4.51667305193421,4.04235971632894,7.86999085986456,6.83210505061748,4.51911990806793,7.81430316758025,4.34684903293707,4.04029473313207,7.68474939078741
"MIMAT0001541",10.6050469941933,1.92606628525923,5.85449193192752,7.1228359586319,2.29923913116178,5.87425573298854,1.82163050192376,2.4482405290889,2.55764644246548,1.82148692687512,4.06754543644833,1.83597995141224,6.69898401171806,1.73900934430379,1.85576642561528,6.98812947607339,1.97111954332808,1.85941210610323,1.79571005349344,8.3253141208443,7.55255919097695,8.23937770740848,7.09144519646387,8.31163742192094,3.68938235413562,3.46343954354511,2.89308140901219,3.52716564942286
"MIMAT0000425",3.73759576478295,3.51643159262953,7.28976095921056,6.51894316738746,8.25748810127812,6.50222964729764,6.90099831205244,3.64474764158067,4.21855671494937,3.68213722533905,4.40539012939791,3.3778204209151,3.52559289588344,3.74450411870866,8.38233265568282,7.22753504201786,3.85965628947439,7.36111852347181,3.3160552978723,3.91275385101633,6.98405734146852,7.43871910935077,6.84330437129014,4.03779696194696,7.36422927531097,6.8143701415943,6.82667059334927,7.49721561221164
"MIMAT0004596",2.47247435554633,1.24869121297882,1.47913586371521,6.40738072436345,8.4585012734615,1.41417513957448,1.12110027422701,1.18204670715854,2.49539986650178,10.4480060641135,2.20641558697359,6.88733966247218,2.75183201740657,1.01543865604213,1.16344921401121,1.00182976462656,3.01784810855899,9.57809353923651,1.088465802973,1.87391151388679,6.83163966301139,1.11901672445721,1.52274469966349,7.80094772857663,2.31991667382386,2.68901771035298,7.78691971149948,1.05818013999986
"MIMAT0001639",3.28039900374429,6.59245513000205,3.40979383545146,2.34554802230923,2.50711307867742,6.50828621949945,1.9913685562413,7.03607660844999,2.04292459109579,2.36204911516192,1.99971835468402,6.10106583161948,6.35989921622282,6.84273257872969,2.01021077805828,1.94282917906351,2.07764376142541,2.01225429046633,6.85326957448475,2.72112267498532,6.23017983324518,6.39800173493257,2.79951084332725,6.29326371746831,1.9622184226325,2.86110133555632,6.19532119220804,2.24823557748811
"MIMAT0000264",2.66599327829923,5.83831881773897,5.16520962094844,2.48723455880692,1.75779108478074,1.53730202582254,6.92270065650809,1.52474943872215,2.96893662889418,2.35742157688516,3.43073350387921,4.99421907907377,1.41846244645776,8.9600210530758,1.50918874540178,1.37767529884186,1.62701072792364,1.51293264464945,7.935016801106,10.6391141635485,1.3515440130882,1.47234583055984,5.82652553301197,3.81404113626994,7.82402620554266,2.39029455265252,6.06331101057305,2.82918375905069
"MI0025753",9.31370071827164,9.35890196885212,9.00790270505415,7.55347917462367,7.99139225959097,7.26823119033067,5.55495789998133,8.9213184546842,9.65474971423098,8.2157998504798,7.75032185669919,6.7239751293815,8.63016535511034,8.67182593342506,5.77054447182581,5.51277937077401,7.48011650935336,7.71987344338821,7.81830224013292,9.17881670482945,7.51874539417478,8.51609412865108,8.33280138326572,8.38606654496204,8.29190580560408,7.68148737473667,6.97688112408333,8.81430645139482
"MIMAT0000421",5.08589636762727,10.1557445055256,2.96401166156993,3.38140177437061,2.26858414579121,1.95306482834575,1.82812666662863,3.98672950654611,4.08984841697443,3.87825895846976,2.62175415279246,2.31281195200174,6.51333354854776,8.32624614287861,2.36301701532746,2.20673405195733,4.89918572102591,3.65909691744062,3.23517239754358,4.12251622243502,2.8770469033335,3.64672081217991,3.5806623735593,2.36279755046667,8.72016985911546,3.72445765000784,6.95738343933949,3.74296878770761
"MIMAT0002177_1",11.2420328036096,10.4159944654119,2.93056448465286,7.46181607801467,1.3701463959849,3.41309548637475,1.48446471477587,8.65667014873037,10.2755663513864,7.79038589552312,1.5058893949554,1.50463495694107,1.40717189743966,1.36441310582497,1.53216391696359,1.34882225486979,1.68711406565195,1.53720186089147,7.50147231218364,9.125026013974,7.19839103891948,7.68846438641289,5.93275855126105,1.53204279189897,1.88968735632108,1.37422547792292,1.29574376416824,1.91008261274044
"MI0000683",-0.299010891450447,-0.727680587042024,2.78038175698029,-0.364829494865393,-1.40274946617006,-0.820962340972229,-1.15646402630868,6.95921294052204,1.19170694727928,0.135784678670138,-1.08336438761557,0.207744073398865,-1.32951772050936,-1.41472237559717,0.300777247061869,-0.448109515341364,4.51893796791486,-0.983216024910359,0.945060005673346,9.80782053292742,-1.53760099096219,-1.16474577218263,-0.658510067790505,-0.999224367750875,-1.33259048285179,-1.3943420615371,-0.771172744437077,-1.31824451929638
